sample	contig	coverage
bc2123	contig_3798	3.38384
bc2123	contig_3799	3.82332
bc2123	contig_1600	5.21342
bc2123	contig_1601	3.23086
bc2123	contig_1605	4.83477
bc2123	contig_1609	4.07912
bc2123	contig_2470	4.84533
bc2123	contig_2471	3.78454
bc2123	contig_890	3.67257
bc2123	contig_2472	4.64819
bc2123	contig_891	2.64794
bc2123	contig_2473	2.9526
bc2123	contig_892	2.98087
bc2123	contig_2474	2.96695
bc2123	contig_893	3.69368
bc2123	contig_2475	3.17848
bc2123	contig_894	4.92505
bc2123	contig_2476	6.61729
bc2123	contig_895	5.26192
bc2123	contig_2477	2.68737
bc2123	contig_896	20.8817
bc2123	contig_2478	5.44545
bc2123	contig_897	8.85345
bc2123	contig_2479	2.92698
bc2123	contig_898	2.71106
bc2123	contig_899	4.42697
bc2123	contig_2930	2.70466
bc2123	contig_1150	3.69099
bc2123	contig_2931	6.5509
bc2123	contig_1151	5.0241
bc2123	contig_2932	4.91542
bc2123	contig_1152	5.25295
bc2123	contig_2933	3.80709
bc2123	contig_1153	3.67781
bc2123	contig_2934	3.27079
bc2123	contig_1154	3.03756
bc2123	contig_5030	3.51772
bc2123	contig_2935	4.45892
bc2123	contig_1155	2.99761
bc2123	contig_5031	7.76902
bc2123	contig_2936	4.25005
bc2123	contig_1156	3.0084
bc2123	contig_5032	6.58459
bc2123	contig_2937	4.01415
bc2123	contig_1157	4.09151
bc2123	contig_5033	3.4326
bc2123	contig_2938	2.99397
bc2123	contig_1158	3.47095
bc2123	contig_5034	6.7682
bc2123	contig_2939	6.56007
bc2123	contig_1159	2.61393
bc2123	contig_5035	3.0676
bc2123	contig_5037	16.6504
bc2123	contig_5038	6.94694
bc2123	contig_5039	2.84513
bc2123	contig_1610	6.65462
bc2123	contig_1611	3.01302
bc2123	contig_1612	6.13519
bc2123	contig_1613	7.78945
bc2123	contig_1614	5.57608
bc2123	contig_1615	6.26658
bc2123	contig_1616	4.75023
bc2123	contig_1617	4.75523
bc2123	contig_1618	3.79705
bc2123	contig_1619	5.44124
bc2123	contig_2480	5.83634
bc2123	contig_2481	7.20169
bc2123	contig_2482	3.78437
bc2123	contig_2483	8.62125
bc2123	contig_2484	8.59217
bc2123	contig_2485	3.79216
bc2123	contig_2486	2.88304
bc2123	contig_2487	4.24318
bc2123	contig_2488	3.37444
bc2123	contig_2489	3.76447
bc2123	contig_2940	3.47333
bc2123	contig_1160	4.36354
bc2123	contig_2941	5.10976
bc2123	contig_1161	4.93837
bc2123	contig_2942	4.97311
bc2123	contig_1162	7.8036
bc2123	contig_2943	5.61879
bc2123	contig_1163	3.70142
bc2123	contig_2944	3.16868
bc2123	contig_1164	2.96688
bc2123	contig_5040	5.33224
bc2123	contig_2945	4.75051
bc2123	contig_1165	2.87259
bc2123	contig_5041	5.49536
bc2123	contig_2946	6.10841
bc2123	contig_1166	3.16818
bc2123	contig_5042	6.61751
bc2123	contig_2947	2.97561
bc2123	contig_1167	4.90295
bc2123	contig_5043	3.4173
bc2123	contig_2948	4.20485
bc2123	contig_1168	4.87516
bc2123	contig_5044	3.87363
bc2123	contig_2949	3.17254
bc2123	contig_1169	5.82188
bc2123	contig_5045	6.83677
bc2123	contig_5046	4.8124
bc2123	contig_5047	3.69136
bc2123	contig_5048	3.81919
bc2123	contig_5049	3.26158
bc2123	contig_1620	5.54227
bc2123	contig_1621	3.49659
bc2123	contig_1622	3.16564
bc2123	contig_1623	4.35138
bc2123	contig_1624	8.19739
bc2123	contig_1625	5.01752
bc2123	contig_1626	5.4013
bc2123	contig_1627	3.25442
bc2123	contig_1628	7.59963
bc2123	contig_1629	7.40498
bc2123	contig_2490	7.9867
bc2123	contig_2491	3.87021
bc2123	contig_2492	6.34429
bc2123	contig_2493	4.47647
bc2123	contig_2494	2.82048
bc2123	contig_2495	8.47368
bc2123	contig_2496	3.38
bc2123	contig_2497	8.0073
bc2123	contig_2498	3.22814
bc2123	contig_2499	3.79827
bc2123	contig_2950	3.92117
bc2123	contig_1170	11.1672
bc2123	contig_2951	3.22591
bc2123	contig_1171	4.67896
bc2123	contig_2952	4.66541
bc2123	contig_1172	3.51446
bc2123	contig_2953	3.10755
bc2123	contig_2954	4.66097
bc2123	contig_5050	6.11597
bc2123	contig_2955	2.67821
bc2123	contig_5051	3.47622
bc2123	contig_2956	3.66514
bc2123	contig_5052	6.4276
bc2123	contig_2957	4.70083
bc2123	contig_5053	5.25486
bc2123	contig_2958	6.55854
bc2123	contig_1178	2.71573
bc2123	contig_5054	4.60218
bc2123	contig_2959	6.42735
bc2123	contig_1179	3.57451
bc2123	contig_5055	6.43544
bc2123	contig_5056	3.60893
bc2123	contig_5057	3.56318
bc2123	contig_5058	3.71084
bc2123	contig_5059	9.24886
bc2123	contig_1631	3.94969
bc2123	contig_1632	3.18722
bc2123	contig_1633	5.15853
bc2123	contig_1634	4.02039
bc2123	contig_1635	4.45422
bc2123	contig_1636	3.56392
bc2123	contig_1637	7.37915
bc2123	contig_1638	6.58834
bc2123	contig_1639	7.15054
bc2123	contig_2960	2.86647
bc2123	contig_1180	5.71135
bc2123	contig_2961	2.77569
bc2123	contig_1181	6.61906
bc2123	contig_2962	2.84209
bc2123	contig_1182	2.44606
bc2123	contig_2963	3.6833
bc2123	contig_1183	3.1121
bc2123	contig_2964	8.13479
bc2123	contig_1184	3.54794
bc2123	contig_5060	6.22057
bc2123	contig_2965	3.08584
bc2123	contig_1185	3.25082
bc2123	contig_5061	5.39437
bc2123	contig_2966	6.3145
bc2123	contig_1186	3.54087
bc2123	contig_5062	4.17341
bc2123	contig_2967	4.20139
bc2123	contig_5063	7.51875
bc2123	contig_2968	5.62023
bc2123	contig_5064	3.91861
bc2123	contig_2969	9.45669
bc2123	contig_1189	4.49398
bc2123	contig_5065	2.85773
bc2123	contig_5066	3.44965
bc2123	contig_5067	3.69907
bc2123	contig_5068	2.66679
bc2123	contig_5069	3.5173
bc2123	contig_1640	3.52867
bc2123	contig_1641	7.23142
bc2123	contig_1642	3.27913
bc2123	contig_1643	4.91047
bc2123	contig_1644	3.36042
bc2123	contig_1645	3.82331
bc2123	contig_1646	4.55547
bc2123	contig_1647	2.95905
bc2123	contig_1648	5.51474
bc2123	contig_1649	3.81386
bc2123	contig_4200	3.32841
bc2123	contig_4201	3.20266
bc2123	contig_4202	3.40331
bc2123	contig_4203	3.29944
bc2123	contig_4204	3.97336
bc2123	contig_4205	3.72963
bc2123	contig_4206	4.66925
bc2123	contig_4207	5.99054
bc2123	contig_4208	5.38099
bc2123	contig_4209	4.99469
bc2123	contig_2970	3.49245
bc2123	contig_1190	5.22423
bc2123	contig_2971	5.4592
bc2123	contig_1191	5.06991
bc2123	contig_2972	3.59938
bc2123	contig_1192	4.44766
bc2123	contig_2973	4.42739
bc2123	contig_1193	3.14097
bc2123	contig_2974	6.24195
bc2123	contig_1194	5.87415
bc2123	contig_5070	3.48583
bc2123	contig_2975	3.71395
bc2123	contig_1195	3.12442
bc2123	contig_5071	3.57294
bc2123	contig_2976	3.77409
bc2123	contig_1196	5.6179
bc2123	contig_5072	3.01771
bc2123	contig_2977	2.9103
bc2123	contig_1197	4.40755
bc2123	contig_5073	5.28744
bc2123	contig_2978	2.57986
bc2123	contig_1198	6.19597
bc2123	contig_5074	29.5808
bc2123	contig_2979	5.16902
bc2123	contig_1199	4.76513
bc2123	contig_5075	3.79273
bc2123	contig_5076	3.42611
bc2123	contig_5078	7.50471
bc2123	contig_5079	6.16257
bc2123	contig_1650	5.97006
bc2123	contig_1651	3.24344
bc2123	contig_1652	4.12133
bc2123	contig_1653	3.79595
bc2123	contig_1654	4.90999
bc2123	contig_1655	7.2509
bc2123	contig_1656	2.93639
bc2123	contig_1657	3.48527
bc2123	contig_1658	4.75493
bc2123	contig_1659	4.03111
bc2123	contig_4210	3.56389
bc2123	contig_4211	4.01731
bc2123	contig_4212	8.99682
bc2123	contig_4213	3.55675
bc2123	contig_4214	3.84447
bc2123	contig_4215	2.6866
bc2123	contig_4216	6.62836
bc2123	contig_4217	5.60592
bc2123	contig_4218	3.66818
bc2123	contig_4219	3.33507
bc2123	contig_2980	3.37657
bc2123	contig_2981	2.99165
bc2123	contig_2982	5.53581
bc2123	contig_2983	3.97054
bc2123	contig_2984	5.49234
bc2123	contig_5080	5.12022
bc2123	contig_2985	2.55375
bc2123	contig_5081	2.99174
bc2123	contig_2986	5.68549
bc2123	contig_5082	5.73129
bc2123	contig_2987	3.93034
bc2123	contig_5083	2.54058
bc2123	contig_2988	5.68797
bc2123	contig_5084	10.7057
bc2123	contig_2989	3.60574
bc2123	contig_5085	8.34525
bc2123	contig_5086	5.39257
bc2123	contig_5087	7.67201
bc2123	contig_5088	4.15784
bc2123	contig_5089	7.35584
bc2123	contig_1660	2.69326
bc2123	contig_1661	3.39271
bc2123	contig_1662	4.79791
bc2123	contig_1663	5.09995
bc2123	contig_1664	6.41649
bc2123	contig_1665	4.56046
bc2123	contig_1666	7.32336
bc2123	contig_1667	7.97366
bc2123	contig_1668	4.28139
bc2123	contig_1669	5.94987
bc2123	contig_4220	6.18492
bc2123	contig_4221	4.39856
bc2123	contig_4222	3.66165
bc2123	contig_4223	5.086
bc2123	contig_4224	3.64533
bc2123	contig_4225	4.05547
bc2123	contig_4226	2.95551
bc2123	contig_4227	3.49389
bc2123	contig_4228	4.88845
bc2123	contig_4229	5.02775
bc2123	contig_2990	2.9043
bc2123	contig_2991	4.68811
bc2123	contig_2992	4.05166
bc2123	contig_2993	3.55326
bc2123	contig_2994	4.73774
bc2123	contig_5090	14.0582
bc2123	contig_2995	5.98301
bc2123	contig_5091	5.34555
bc2123	contig_2996	4.30345
bc2123	contig_5092	5.70131
bc2123	contig_2997	3.38775
bc2123	contig_5093	65.2475
bc2123	contig_2998	3.57742
bc2123	contig_5094	3.6165
bc2123	contig_2999	3.99469
bc2123	contig_5095	3.06662
bc2123	contig_5096	3.05321
bc2123	contig_5097	3.84196
bc2123	contig_5098	4.86906
bc2123	contig_5099	3.53149
bc2123	contig_1670	4.12176
bc2123	contig_1671	3.06523
bc2123	contig_1672	3.26619
bc2123	contig_1673	3.44328
bc2123	contig_1676	6.22344
bc2123	contig_1677	4.92583
bc2123	contig_1678	4.67783
bc2123	contig_1679	4.4696
bc2123	contig_4230	3.71326
bc2123	contig_4231	2.67866
bc2123	contig_4232	5.66504
bc2123	contig_4233	2.81572
bc2123	contig_4234	3.85588
bc2123	contig_4235	3.28527
bc2123	contig_4236	3.49995
bc2123	contig_4237	3.86151
bc2123	contig_4238	3.73008
bc2123	contig_4239	2.26826
bc2123	contig_1680	4.88533
bc2123	contig_1681	3.39277
bc2123	contig_1682	4.79701
bc2123	contig_1683	3.6346
bc2123	contig_1684	3.5257
bc2123	contig_1685	6.01652
bc2123	contig_1686	4.44217
bc2123	contig_1687	4.49658
bc2123	contig_1688	5.33375
bc2123	contig_1689	6.33466
bc2123	contig_4240	3.34538
bc2123	contig_4241	5.82352
bc2123	contig_4242	3.49495
bc2123	contig_4243	3.21093
bc2123	contig_4244	3.67255
bc2123	contig_4245	3.93351
bc2123	contig_4246	3.31052
bc2123	contig_4247	3.9962
bc2123	contig_4248	4.57462
bc2123	contig_4249	3.78233
bc2123	contig_4700	3.13542
bc2123	contig_4701	4.0528
bc2123	contig_4702	3.61799
bc2123	contig_4703	4.19314
bc2123	contig_4704	3.62741
bc2123	contig_4705	5.91505
bc2123	contig_4706	5.21725
bc2123	contig_4707	5.08684
bc2123	contig_4708	3.74081
bc2123	contig_4709	3.38748
bc2123	contig_1690	3.03214
bc2123	contig_1691	4.30795
bc2123	contig_1692	3.91177
bc2123	contig_1693	3.76701
bc2123	contig_1694	7.05236
bc2123	contig_1695	3.92717
bc2123	contig_1696	4.58106
bc2123	contig_1697	4.41759
bc2123	contig_1698	3.66362
bc2123	contig_1699	6.72312
bc2123	contig_4250	5.59424
bc2123	contig_4251	5.36185
bc2123	contig_4252	3.61665
bc2123	contig_4253	2.52221
bc2123	contig_4254	3.61959
bc2123	contig_4255	5.98313
bc2123	contig_4256	2.74412
bc2123	contig_4257	3.28707
bc2123	contig_4258	5.33262
bc2123	contig_4259	3.67664
bc2123	contig_4710	2.85386
bc2123	contig_4711	3.62358
bc2123	contig_4712	3.23923
bc2123	contig_4713	6.46996
bc2123	contig_4714	3.33941
bc2123	contig_4715	3.38127
bc2123	contig_4716	5.65782
bc2123	contig_4717	3.03818
bc2123	contig_4718	3.0729
bc2123	contig_4719	2.84161
bc2123	contig_4260	5.556
bc2123	contig_4261	4.25512
bc2123	contig_4262	2.80688
bc2123	contig_4263	5.07262
bc2123	contig_4264	3.88925
bc2123	contig_4265	5.00965
bc2123	contig_4266	3.48219
bc2123	contig_4267	2.69165
bc2123	contig_4268	2.75841
bc2123	contig_4269	3.13806
bc2123	contig_4720	6.12463
bc2123	contig_4721	3.49562
bc2123	contig_4722	2.17333
bc2123	contig_4723	3.69619
bc2123	contig_4724	3.2673
bc2123	contig_4725	3.52292
bc2123	contig_4726	3.46088
bc2123	contig_4727	3.42822
bc2123	contig_4728	4.99701
bc2123	contig_4729	3.65781
bc2123	contig_3400	3.37449
bc2123	contig_3401	3.02618
bc2123	contig_3402	3.86342
bc2123	contig_3403	5.86904
bc2123	contig_3404	3.32849
bc2123	contig_3405	2.39262
bc2123	contig_3406	3.94733
bc2123	contig_3407	2.99705
bc2123	contig_3408	5.4267
bc2123	contig_3409	5.34513
bc2123	contig_4270	3.25159
bc2123	contig_4271	4.44389
bc2123	contig_4272	3.46212
bc2123	contig_4273	6.73294
bc2123	contig_4274	2.21978
bc2123	contig_4275	3.51018
bc2123	contig_4276	4.23179
bc2123	contig_4277	3.4769
bc2123	contig_4278	7.27846
bc2123	contig_4279	3.27033
bc2123	contig_500	3.44758
bc2123	contig_501	2.49942
bc2123	contig_502	6.64272
bc2123	contig_503	2.49028
bc2123	contig_504	3.92045
bc2123	contig_505	3.78206
bc2123	contig_506	3.84712
bc2123	contig_507	3.88967
bc2123	contig_508	5.37333
bc2123	contig_509	3.61004
bc2123	contig_4730	3.49916
bc2123	contig_4731	5.43739
bc2123	contig_4732	3.82272
bc2123	contig_4733	2.51859
bc2123	contig_4734	5.15448
bc2123	contig_4735	4.51708
bc2123	contig_4736	3.34174
bc2123	contig_4737	3.24999
bc2123	contig_4738	2.96771
bc2123	contig_4739	3.10121
bc2123	contig_3410	3.96832
bc2123	contig_3411	2.66482
bc2123	contig_3412	3.71144
bc2123	contig_3413	6.87964
bc2123	contig_3414	3.16267
bc2123	contig_3415	3.88937
bc2123	contig_3416	3.55049
bc2123	contig_3417	4.5888
bc2123	contig_3418	2.80881
bc2123	contig_3419	6.35872
bc2123	contig_4280	3.03133
bc2123	contig_4281	6.33263
bc2123	contig_4282	2.69532
bc2123	contig_4283	5.03286
bc2123	contig_4284	3.68716
bc2123	contig_4285	3.95003
bc2123	contig_4286	5.70934
bc2123	contig_4287	4.30425
bc2123	contig_4288	2.84846
bc2123	contig_4289	2.85985
bc2123	contig_510	3.9252
bc2123	contig_511	6.78405
bc2123	contig_512	5.7513
bc2123	contig_513	3.10794
bc2123	contig_514	3.31654
bc2123	contig_515	6.98462
bc2123	contig_516	3.76973
bc2123	contig_517	3.0086
bc2123	contig_518	7.74742
bc2123	contig_519	5.57076
bc2123	contig_4740	4.34214
bc2123	contig_4741	3.63157
bc2123	contig_4742	3.90295
bc2123	contig_4743	15.6718
bc2123	contig_4744	2.55967
bc2123	contig_4745	9.72974
bc2123	contig_4746	3.19586
bc2123	contig_4747	3.05136
bc2123	contig_4748	3.75625
bc2123	contig_4749	2.86135
bc2123	contig_3420	3.31055
bc2123	contig_3421	3.19983
bc2123	contig_3422	5.80969
bc2123	contig_3423	2.71376
bc2123	contig_3424	3.83669
bc2123	contig_3425	2.51762
bc2123	contig_3426	4.93406
bc2123	contig_3427	3.9056
bc2123	contig_3428	3.8603
bc2123	contig_3429	3.55277
bc2123	contig_4290	3.26105
bc2123	contig_4291	2.29258
bc2123	contig_4292	2.71541
bc2123	contig_4293	3.99166
bc2123	contig_4294	4.37641
bc2123	contig_4295	2.78079
bc2123	contig_4296	6.21176
bc2123	contig_4297	3.79895
bc2123	contig_4298	4.16588
bc2123	contig_4299	3.07505
bc2123	contig_2100	2.62608
bc2123	contig_2101	4.29861
bc2123	contig_520	3.02012
bc2123	contig_2102	3.21281
bc2123	contig_521	3.40683
bc2123	contig_2103	3.87778
bc2123	contig_522	3.09029
bc2123	contig_2104	5.37472
bc2123	contig_523	4.33917
bc2123	contig_2105	2.93751
bc2123	contig_524	3.53902
bc2123	contig_2106	4.9773
bc2123	contig_525	3.07083
bc2123	contig_2107	4.26139
bc2123	contig_526	3.81899
bc2123	contig_2108	4.35757
bc2123	contig_2109	4.91
bc2123	contig_528	6.89334
bc2123	contig_529	12.1441
bc2123	contig_4750	2.73384
bc2123	contig_4751	2.74639
bc2123	contig_4752	5.11196
bc2123	contig_4753	4.66218
bc2123	contig_4754	6.21142
bc2123	contig_4755	4.67806
bc2123	contig_4756	2.88723
bc2123	contig_4757	8.5895
bc2123	contig_4758	2.84067
bc2123	contig_4759	3.30601
bc2123	contig_3430	3.31578
bc2123	contig_3431	3.49309
bc2123	contig_3432	3.76678
bc2123	contig_3433	3.49852
bc2123	contig_3434	3.46929
bc2123	contig_3435	2.97719
bc2123	contig_3436	2.55602
bc2123	contig_3437	4.03977
bc2123	contig_3438	4.69635
bc2123	contig_3439	4.4109
bc2123	contig_2110	3.27355
bc2123	contig_2111	7.02421
bc2123	contig_530	3.27376
bc2123	contig_2112	7.27593
bc2123	contig_531	3.69095
bc2123	contig_2113	3.4405
bc2123	contig_532	5.10166
bc2123	contig_2114	4.44451
bc2123	contig_533	4.35713
bc2123	contig_2115	3.62772
bc2123	contig_534	3.16531
bc2123	contig_2116	3.61717
bc2123	contig_535	3.94086
bc2123	contig_2117	5.76793
bc2123	contig_536	4.6627
bc2123	contig_2118	6.68045
bc2123	contig_2119	3.16441
bc2123	contig_538	4.64852
bc2123	contig_539	4.32808
bc2123	contig_4760	4.61709
bc2123	contig_4761	3.27137
bc2123	contig_4763	4.22013
bc2123	contig_4764	3.25251
bc2123	contig_4765	4.20053
bc2123	contig_4766	4.33251
bc2123	contig_4767	9.37792
bc2123	contig_4768	6.69628
bc2123	contig_4769	3.62382
bc2123	contig_3440	2.73693
bc2123	contig_3441	4.37858
bc2123	contig_3442	3.93386
bc2123	contig_3443	3.95935
bc2123	contig_3444	3.28196
bc2123	contig_3445	3.37867
bc2123	contig_3446	4.58983
bc2123	contig_3447	3.68026
bc2123	contig_3448	3.02235
bc2123	contig_3449	3.35569
bc2123	contig_3900	3.38462
bc2123	contig_2120	5.47645
bc2123	contig_3901	3.52087
bc2123	contig_2121	6.46062
bc2123	contig_540	4.957
bc2123	contig_3902	3.99239
bc2123	contig_2122	3.5152
bc2123	contig_541	4.98483
bc2123	contig_3903	6.12382
bc2123	contig_2123	3.83181
bc2123	contig_542	2.67552
bc2123	contig_3904	3.08545
bc2123	contig_2124	3.8752
bc2123	contig_543	3.42066
bc2123	contig_3905	5.73732
bc2123	contig_2125	5.45692
bc2123	contig_544	2.67404
bc2123	contig_3906	4.794
bc2123	contig_2126	4.76478
bc2123	contig_545	2.80901
bc2123	contig_3907	4.49034
bc2123	contig_2127	3.21502
bc2123	contig_546	2.8258
bc2123	contig_3908	3.13
bc2123	contig_2128	2.37176
bc2123	contig_547	5.08909
bc2123	contig_3909	3.41146
bc2123	contig_2129	5.68827
bc2123	contig_548	4.6852
bc2123	contig_549	3.021
bc2123	contig_4770	4.06071
bc2123	contig_4771	4.10606
bc2123	contig_4772	2.68766
bc2123	contig_4773	3.88657
bc2123	contig_4774	3.18901
bc2123	contig_4775	2.33589
bc2123	contig_4776	3.2135
bc2123	contig_4777	7.23532
bc2123	contig_4778	4.90145
bc2123	contig_4779	4.01564
bc2123	contig_3450	7.3164
bc2123	contig_3451	4.03306
bc2123	contig_3452	3.12534
bc2123	contig_3453	4.72664
bc2123	contig_3454	4.21613
bc2123	contig_3455	3.11358
bc2123	contig_3456	3.92074
bc2123	contig_3457	4.84955
bc2123	contig_3458	4.83173
bc2123	contig_3459	3.97649
bc2123	contig_3910	6.67623
bc2123	contig_2130	2.50894
bc2123	contig_3911	3.67875
bc2123	contig_2131	5.61953
bc2123	contig_550	8.33346
bc2123	contig_3912	2.8535
bc2123	contig_2132	5.08233
bc2123	contig_551	3.55163
bc2123	contig_3913	2.57807
bc2123	contig_2133	4.59104
bc2123	contig_552	3.56313
bc2123	contig_3914	3.13277
bc2123	contig_2134	5.14769
bc2123	contig_553	3.16188
bc2123	contig_3915	4.2102
bc2123	contig_2135	3.66834
bc2123	contig_554	2.19679
bc2123	contig_3916	3.27354
bc2123	contig_2136	4.48512
bc2123	contig_555	3.17876
bc2123	contig_3917	2.62466
bc2123	contig_2137	6.66171
bc2123	contig_556	4.35625
bc2123	contig_3918	4.12959
bc2123	contig_2138	3.92753
bc2123	contig_557	3.41035
bc2123	contig_3919	3.65857
bc2123	contig_2139	4.8799
bc2123	contig_558	9.48281
bc2123	contig_559	6.22371
bc2123	contig_4780	8.52634
bc2123	contig_4781	3.42126
bc2123	contig_4782	6.42979
bc2123	contig_4783	2.87938
bc2123	contig_4784	3.40079
bc2123	contig_4785	3.49147
bc2123	contig_4786	6.99253
bc2123	contig_4787	4.38787
bc2123	contig_4788	4.67064
bc2123	contig_4789	3.20124
bc2123	contig_3460	8.60755
bc2123	contig_3461	4.43866
bc2123	contig_3462	4.23682
bc2123	contig_3463	2.98827
bc2123	contig_3464	2.63636
bc2123	contig_3465	3.57803
bc2123	contig_3466	3.47496
bc2123	contig_3467	6.05626
bc2123	contig_3468	3.67437
bc2123	contig_3469	3.07293
bc2123	contig_3920	4.15626
bc2123	contig_2140	3.12776
bc2123	contig_3921	3.072
bc2123	contig_2141	4.20265
bc2123	contig_560	3.72126
bc2123	contig_3922	3.73263
bc2123	contig_2142	3.20313
bc2123	contig_561	4.1132
bc2123	contig_3923	4.81566
bc2123	contig_2143	3.26105
bc2123	contig_562	3.33678
bc2123	contig_3924	3.06807
bc2123	contig_2144	2.86542
bc2123	contig_563	3.62127
bc2123	contig_3925	4.02005
bc2123	contig_2145	4.33896
bc2123	contig_564	5.87251
bc2123	contig_3926	3.35635
bc2123	contig_2146	4.76198
bc2123	contig_565	4.34103
bc2123	contig_3927	5.66433
bc2123	contig_2147	3.5282
bc2123	contig_566	4.27669
bc2123	contig_3928	6.7367
bc2123	contig_2148	2.95664
bc2123	contig_567	2.99598
bc2123	contig_3929	3.05311
bc2123	contig_2149	6.33238
bc2123	contig_568	4.79808
bc2123	contig_569	8.20665
bc2123	contig_4790	6.15795
bc2123	contig_4791	5.27902
bc2123	contig_4792	2.45473
bc2123	contig_4793	2.52435
bc2123	contig_4794	3.45177
bc2123	contig_4795	4.2137
bc2123	contig_4796	3.64531
bc2123	contig_4797	4.03866
bc2123	contig_4798	4.80436
bc2123	contig_4799	3.32624
bc2123	contig_2600	4.57317
bc2123	contig_2601	2.92243
bc2123	contig_2602	3.54274
bc2123	contig_2603	4.15559
bc2123	contig_2604	4.00272
bc2123	contig_2605	5.10136
bc2123	contig_2606	2.61254
bc2123	contig_2607	3.73481
bc2123	contig_2608	9.44014
bc2123	contig_2609	3.40334
bc2123	contig_3470	5.56813
bc2123	contig_3471	3.68757
bc2123	contig_3472	9.22484
bc2123	contig_3473	2.85721
bc2123	contig_3474	2.97616
bc2123	contig_3475	4.40789
bc2123	contig_3476	4.34032
bc2123	contig_3477	3.2251
bc2123	contig_3478	3.5293
bc2123	contig_3479	3.14781
bc2123	contig_3930	3.9346
bc2123	contig_2150	7.26849
bc2123	contig_3931	2.74348
bc2123	contig_2151	5.92114
bc2123	contig_570	6.04452
bc2123	contig_3932	3.74522
bc2123	contig_2152	4.956
bc2123	contig_571	5.31825
bc2123	contig_3933	3.14508
bc2123	contig_2153	3.04676
bc2123	contig_572	4.92763
bc2123	contig_3934	6.78797
bc2123	contig_2154	3.65463
bc2123	contig_573	2.27337
bc2123	contig_3935	3.50875
bc2123	contig_2155	5.67093
bc2123	contig_574	2.12419
bc2123	contig_3936	5.32106
bc2123	contig_2156	4.22786
bc2123	contig_575	4.94493
bc2123	contig_3937	5.03812
bc2123	contig_2157	3.99864
bc2123	contig_576	4.79295
bc2123	contig_3938	3.74904
bc2123	contig_2158	3.29628
bc2123	contig_577	3.37544
bc2123	contig_3939	3.33672
bc2123	contig_2159	3.88733
bc2123	contig_578	2.83766
bc2123	contig_579	4.02252
bc2123	contig_2610	4.5212
bc2123	contig_2611	4.47152
bc2123	contig_2612	6.70636
bc2123	contig_2613	4.23078
bc2123	contig_2614	6.04255
bc2123	contig_2615	3.22989
bc2123	contig_2616	6.09672
bc2123	contig_2617	4.31444
bc2123	contig_2618	2.8518
bc2123	contig_2619	2.26695
bc2123	contig_3480	2.47009
bc2123	contig_3481	6.2204
bc2123	contig_3482	3.31413
bc2123	contig_3483	5.13325
bc2123	contig_3484	5.65899
bc2123	contig_3485	5.13202
bc2123	contig_3486	3.7231
bc2123	contig_3487	3.56555
